Date,"USD/CHF(Open, Ask)","USD/CHF(High, Ask)","USD/CHF(Low, Ask)","USD/CHF(Close, Ask)","USD/CHF(Open, Bid)*","USD/CHF(High, Bid)*","USD/CHF(Low, Bid)*","USD/CHF(Close, Bid)*"
09/05/2016 18:55:00,0.98016,0.98016,0.98011,0.98012,0.98007,0.98007,0.98004,0.98005
09/05/2016 18:54:00,0.98015,0.98016,0.98015,0.98016,0.98006,0.98007,0.98005,0.98007
09/05/2016 18:53:00,0.98014,0.98015,0.98014,0.98015,0.98005,0.98006,0.98005,0.98006
09/05/2016 18:52:00,0.98013,0.98015,0.98013,0.98014,0.98005,0.98005,0.98004,0.98005
09/05/2016 18:51:00,0.98012,0.98015,0.98012,0.98013,0.98004,0.98006,0.98004,0.98005
09/05/2016 18:50:00,0.98015,0.98016,0.98010,0.98012,0.98007,0.98007,0.98003,0.98004
09/05/2016 18:49:00,0.98015,0.98016,0.98014,0.98015,0.98007,0.98007,0.98007,0.98007
09/05/2016 18:48:00,0.98013,0.98015,0.98013,0.98015,0.98004,0.98007,0.98004,0.98007
09/05/2016 18:47:00,0.98014,0.98015,0.98013,0.98013,0.98005,0.98005,0.98004,0.98004
09/05/2016 18:46:00,0.98013,0.98016,0.98013,0.98014,0.98004,0.98005,0.98004,0.98005
09/05/2016 18:45:00,0.98011,0.98016,0.98011,0.98013,0.98004,0.98004,0.98004,0.98004
09/05/2016 18:44:00,0.98011,0.98013,0.98011,0.98011,0.98004,0.98004,0.98004,0.98004
09/05/2016 18:43:00,0.98012,0.98013,0.98011,0.98011,0.98004,0.98004,0.98004,0.98004
09/05/2016 18:42:00,0.98012,0.98013,0.98012,0.98012,0.98004,0.98005,0.98004,0.98004
09/05/2016 18:41:00,0.98014,0.98014,0.98011,0.98012,0.98008,0.98008,0.98002,0.98004
09/05/2016 18:40:00,0.98014,0.98014,0.98014,0.98014,0.98008,0.98008,0.98007,0.98008
09/05/2016 18:39:00,0.98011,0.98014,0.98010,0.98014,0.98003,0.98008,0.98000,0.98008
09/05/2016 18:38:00,0.98008,0.98012,0.98008,0.98011,0.98000,0.98004,0.97999,0.98003
09/05/2016 18:37:00,0.98008,0.98008,0.98008,0.98008,0.98000,0.98000,0.97999,0.98000
09/05/2016 18:36:00,0.98006,0.98009,0.98006,0.98008,0.97998,0.98000,0.97997,0.98000
09/05/2016 18:35:00,0.98006,0.98006,0.98006,0.98006,0.97997,0.97998,0.97996,0.97998
09/05/2016 18:34:00,0.98006,0.98006,0.98006,0.98006,0.97997,0.97997,0.97996,0.97997
09/05/2016 18:33:00,0.98007,0.98007,0.98005,0.98006,0.97998,0.97998,0.97995,0.97997
09/05/2016 18:32:00,0.98007,0.98007,0.98007,0.98007,0.97998,0.97998,0.97997,0.97998
09/05/2016 18:31:00,0.98006,0.98007,0.98006,0.98007,0.97997,0.97998,0.97997,0.97998
09/05/2016 18:30:00,0.97999,0.98009,0.97999,0.98006,0.97991,0.98000,0.97989,0.97997
09/05/2016 18:29:00,0.97999,0.97999,0.97999,0.97999,0.97989,0.97991,0.97989,0.97991
09/05/2016 18:28:00,0.98000,0.98000,0.97997,0.97999,0.97989,0.97989,0.97987,0.97989
09/05/2016 18:27:00,0.97999,0.98000,0.97996,0.98000,0.97989,0.97991,0.97987,0.97989
09/05/2016 18:26:00,0.97993,0.98001,0.97993,0.97999,0.97982,0.97990,0.97980,0.97989
09/05/2016 18:25:00,0.97993,0.97993,0.97993,0.97993,0.97983,0.97983,0.97980,0.97982
09/05/2016 18:24:00,0.97993,0.97993,0.97993,0.97993,0.97982,0.97983,0.97980,0.97983
09/05/2016 18:23:00,0.97993,0.97993,0.97993,0.97993,0.97983,0.97983,0.97980,0.97982
09/05/2016 18:20:00,0.97988,0.97994,0.97988,0.97993,0.97978,0.97983,0.97978,0.97983
09/05/2016 18:19:00,0.97980,0.97988,0.97980,0.97988,0.97971,0.97978,0.97971,0.97978
09/05/2016 18:18:00,0.97983,0.97985,0.97980,0.97980,0.97972,0.97975,0.97969,0.97971
09/05/2016 18:17:00,0.97984,0.97984,0.97983,0.97983,0.97972,0.97972,0.97972,0.97972
09/05/2016 18:16:00,0.97988,0.97988,0.97984,0.97984,0.97976,0.97976,0.97972,0.97972
09/05/2016 18:15:00,0.97992,0.97992,0.97987,0.97988,0.97977,0.97977,0.97976,0.97976
09/05/2016 18:14:00,0.97992,0.97994,0.97986,0.97992,0.97977,0.97985,0.97972,0.97977
09/05/2016 18:13:00,0.97994,0.97994,0.97990,0.97992,0.97979,0.97979,0.97977,0.97977
09/05/2016 18:12:00,0.98003,0.98003,0.97993,0.97994,0.97988,0.97988,0.97978,0.97979
09/05/2016 18:11:00,0.98002,0.98008,0.98002,0.98003,0.97987,0.97993,0.97986,0.97988
09/05/2016 18:10:00,0.98001,0.98003,0.97996,0.98002,0.97985,0.97988,0.97979,0.97987
09/05/2016 18:09:00,0.98003,0.98003,0.97998,0.98001,0.97987,0.97988,0.97983,0.97985
09/05/2016 18:08:00,0.98004,0.98004,0.98002,0.98003,0.97988,0.97989,0.97987,0.97987
09/05/2016 18:07:00,0.98004,0.98005,0.98003,0.98004,0.97988,0.97989,0.97987,0.97988
09/05/2016 18:06:00,0.98003,0.98005,0.98002,0.98004,0.97989,0.97989,0.97986,0.97988
09/05/2016 18:05:00,0.98002,0.98005,0.98002,0.98003,0.97989,0.97989,0.97989,0.97989
09/05/2016 18:04:00,0.98006,0.98008,0.98001,0.98002,0.97992,0.97994,0.97986,0.97989
09/05/2016 18:03:00,0.98006,0.98007,0.98006,0.98006,0.97991,0.97992,0.97990,0.97992
09/05/2016 18:02:00,0.98008,0.98008,0.98003,0.98006,0.97996,0.97996,0.97988,0.97991
09/05/2016 18:01:00,0.98003,0.98009,0.98001,0.98008,0.97992,0.97996,0.97989,0.97996
09/05/2016 18:00:00,0.97999,0.98010,0.97993,0.98003,0.97987,0.97995,0.97981,0.97992
09/05/2016 17:59:00,0.97978,0.97999,0.97978,0.97999,0.97975,0.97987,0.97975,0.97987
09/05/2016 17:58:00,0.98003,0.98006,0.97974,0.97978,0.97984,0.97993,0.97970,0.97975
09/05/2016 17:57:00,0.97986,0.98006,0.97985,0.98003,0.97976,0.97984,0.97976,0.97984
09/05/2016 17:56:00,0.98000,0.98000,0.97985,0.97986,0.97982,0.97983,0.97976,0.97976
09/05/2016 17:55:00,0.97998,0.98000,0.97998,0.98000,0.97982,0.97982,0.97978,0.97982
09/05/2016 17:54:00,0.97998,0.97999,0.97998,0.97998,0.97980,0.97982,0.97977,0.97982
09/05/2016 17:53:00,0.97999,0.97999,0.97996,0.97998,0.97985,0.97985,0.97976,0.97980
09/05/2016 17:52:00,0.97998,0.97999,0.97997,0.97999,0.97985,0.97985,0.97985,0.97985
09/05/2016 17:51:00,0.97999,0.97999,0.97997,0.97998,0.97985,0.97985,0.97985,0.97985
09/05/2016 17:50:00,0.97989,0.97999,0.97988,0.97999,0.97981,0.97985,0.97979,0.97985
09/05/2016 17:49:00,0.97987,0.97999,0.97985,0.97989,0.97979,0.97985,0.97979,0.97981
09/05/2016 17:48:00,0.97998,0.97998,0.97987,0.97987,0.97984,0.97985,0.97979,0.97979
09/05/2016 17:45:00,0.97998,0.97999,0.97998,0.97998,0.97985,0.97985,0.97984,0.97984
09/05/2016 17:44:00,0.97998,0.98000,0.97998,0.97998,0.97985,0.97985,0.97985,0.97985
09/05/2016 17:43:00,0.97999,0.97999,0.97998,0.97998,0.97985,0.97985,0.97985,0.97985
09/05/2016 17:42:00,0.98000,0.98000,0.97999,0.97999,0.97985,0.97985,0.97985,0.97985
09/05/2016 17:41:00,0.97999,0.98000,0.97999,0.98000,0.97985,0.97985,0.97985,0.97985
09/05/2016 17:40:00,0.98000,0.98000,0.97998,0.97999,0.97981,0.97985,0.97981,0.97985
09/05/2016 17:39:00,0.97998,0.98000,0.97998,0.98000,0.97981,0.97981,0.97981,0.97981
09/05/2016 17:38:00,0.98001,0.98001,0.97998,0.97998,0.97981,0.97981,0.97981,0.97981
09/05/2016 17:37:00,0.97998,0.98001,0.97998,0.98001,0.97981,0.97981,0.97981,0.97981
09/05/2016 17:36:00,0.97998,0.98000,0.97998,0.97998,0.97981,0.97981,0.97981,0.97981
09/05/2016 17:34:00,0.97997,0.97998,0.97997,0.97998,0.97985,0.97985,0.97981,0.97981
09/05/2016 17:33:00,0.97998,0.97998,0.97997,0.97997,0.97985,0.97985,0.97985,0.97985
09/05/2016 17:32:00,0.98001,0.98001,0.97998,0.97998,0.97985,0.97985,0.97985,0.97985
09/05/2016 17:31:00,0.98001,0.98001,0.98001,0.98001,0.97981,0.97985,0.97981,0.97985
09/05/2016 17:30:00,0.97998,0.98001,0.97998,0.98001,0.97981,0.97981,0.97981,0.97981
09/05/2016 17:27:00,0.97999,0.97999,0.97998,0.97998,0.97981,0.97981,0.97981,0.97981
09/05/2016 17:19:00,0.98000,0.98000,0.97999,0.97999,0.97978,0.97981,0.97977,0.97981
09/05/2016 17:14:00,0.97998,0.98000,0.97997,0.98000,0.97977,0.97978,0.97977,0.97978
09/05/2016 17:12:00,0.97998,0.97998,0.97998,0.97998,0.97977,0.97980,0.97977,0.97977
09/05/2016 17:06:00,0.98001,0.98001,0.97998,0.97998,0.97978,0.97978,0.97977,0.97977
09/05/2016 17:05:00,0.98008,0.98015,0.98001,0.98001,0.97978,0.97978,0.97977,0.97978
09/05/2016 17:04:00,0.98007,0.98008,0.98003,0.98008,0.97984,0.97984,0.97977,0.97978
09/05/2016 17:02:00,0.98008,0.98008,0.98003,0.98007,0.97984,0.97984,0.97984,0.97984
09/05/2016 17:01:00,0.98006,0.98008,0.98006,0.98008,0.97984,0.97984,0.97984,0.97984
09/05/2016 17:00:00,0.97997,0.98006,0.97996,0.98006,0.97983,0.97984,0.97981,0.97984
09/05/2016 16:59:00,0.97999,0.98001,0.97991,0.97997,0.97987,0.97987,0.97981,0.97983
09/05/2016 16:58:00,0.97997,0.98000,0.97997,0.97999,0.97983,0.97987,0.97983,0.97987
09/05/2016 16:57:00,0.97997,0.97997,0.97997,0.97997,0.97984,0.97984,0.97983,0.97983
09/05/2016 16:56:00,0.97997,0.97997,0.97997,0.97997,0.97984,0.97984,0.97983,0.97984
09/05/2016 16:55:00,0.97997,0.97997,0.97997,0.97997,0.97984,0.97984,0.97983,0.97984
09/05/2016 16:54:00,0.97997,0.97997,0.97997,0.97997,0.97984,0.97984,0.97983,0.97984
09/05/2016 16:53:00,0.97997,0.97997,0.97997,0.97997,0.97984,0.97985,0.97983,0.97984
09/05/2016 16:52:00,0.97997,0.97998,0.97997,0.97997,0.97984,0.97986,0.97984,0.97984
09/05/2016 16:50:00,0.97997,0.97997,0.97997,0.97997,0.97985,0.97985,0.97984,0.97984
09/05/2016 16:49:00,0.97997,0.97997,0.97997,0.97997,0.97984,0.97985,0.97984,0.97985
09/05/2016 16:48:00,0.97997,0.97997,0.97997,0.97997,0.97984,0.97990,0.97984,0.97984
09/05/2016 16:47:00,0.97996,0.97997,0.97996,0.97997,0.97985,0.97988,0.97984,0.97984
09/05/2016 16:46:00,0.97996,0.97996,0.97996,0.97996,0.97985,0.97986,0.97985,0.97985
09/05/2016 16:44:00,0.97999,0.97999,0.97996,0.97996,0.97987,0.97987,0.97985,0.97985
09/05/2016 16:43:00,0.97999,0.98000,0.97998,0.97999,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:42:00,0.98000,0.98000,0.97998,0.97999,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:41:00,0.97999,0.98000,0.97998,0.98000,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:40:00,0.97999,0.97999,0.97998,0.97999,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:38:00,0.97999,0.98000,0.97999,0.97999,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:37:00,0.97999,0.98000,0.97999,0.97999,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:36:00,0.97998,0.97999,0.97998,0.97999,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:35:00,0.98000,0.98000,0.97997,0.97998,0.97986,0.97987,0.97986,0.97987
09/05/2016 16:34:00,0.97999,0.98000,0.97999,0.98000,0.97987,0.97987,0.97986,0.97986
09/05/2016 16:33:00,0.97999,0.98000,0.97998,0.97999,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:32:00,0.97999,0.98000,0.97998,0.97999,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:31:00,0.97999,0.97999,0.97998,0.97999,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:30:00,0.97997,0.97999,0.97997,0.97999,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:29:00,0.97997,0.97998,0.97997,0.97997,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:28:00,0.97997,0.97998,0.97997,0.97997,0.97987,0.97987,0.97987,0.97987
09/05/2016 16:27:00,0.97999,0.97999,0.97997,0.97997,0.97986,0.97987,0.97986,0.97987
09/05/2016 16:26:00,0.97990,0.97999,0.97986,0.97999,0.97977,0.97986,0.97974,0.97986
09/05/2016 16:25:00,0.97990,0.97990,0.97990,0.97990,0.97977,0.97977,0.97974,0.97977
09/05/2016 16:24:00,0.97988,0.97990,0.97988,0.97990,0.97974,0.97977,0.97974,0.97977
09/05/2016 16:22:00,0.97988,0.97990,0.97988,0.97988,0.97975,0.97975,0.97974,0.97974
09/05/2016 16:21:00,0.97990,0.97990,0.97988,0.97988,0.97975,0.97975,0.97975,0.97975
09/05/2016 16:20:00,0.97990,0.97991,0.97990,0.97990,0.97977,0.97977,0.97975,0.97975
09/05/2016 16:19:00,0.97990,0.97991,0.97990,0.97990,0.97977,0.97977,0.97975,0.97977
09/05/2016 16:18:00,0.97989,0.97991,0.97989,0.97990,0.97975,0.97977,0.97975,0.97977
09/05/2016 16:17:00,0.97992,0.97993,0.97989,0.97989,0.97980,0.97980,0.97975,0.97975
09/05/2016 16:16:00,0.97992,0.97993,0.97992,0.97992,0.97980,0.97980,0.97976,0.97980
09/05/2016 16:15:00,0.97991,0.97993,0.97988,0.97992,0.97979,0.97980,0.97975,0.97980
09/05/2016 16:14:00,0.97991,0.97992,0.97991,0.97991,0.97979,0.97979,0.97977,0.97979
09/05/2016 16:13:00,0.97992,0.97994,0.97991,0.97991,0.97980,0.97981,0.97977,0.97979
09/05/2016 16:12:00,0.97994,0.97995,0.97989,0.97992,0.97981,0.97984,0.97978,0.97980
09/05/2016 16:11:00,0.97993,0.97994,0.97993,0.97994,0.97981,0.97981,0.97981,0.97981
09/05/2016 16:10:00,0.97991,0.97994,0.97991,0.97993,0.97979,0.97981,0.97979,0.97981
09/05/2016 16:09:00,0.97994,0.97994,0.97991,0.97991,0.97982,0.97982,0.97979,0.97979
09/05/2016 16:08:00,0.97991,0.97994,0.97991,0.97994,0.97980,0.97982,0.97979,0.97982
09/05/2016 16:07:00,0.97992,0.97994,0.97991,0.97991,0.97980,0.97980,0.97979,0.97980
09/05/2016 16:06:00,0.97992,0.97993,0.97992,0.97992,0.97980,0.97980,0.97979,0.97980
09/05/2016 16:05:00,0.97991,0.97993,0.97991,0.97992,0.97980,0.97980,0.97980,0.97980
09/05/2016 16:04:00,0.97993,0.97994,0.97991,0.97991,0.97982,0.97982,0.97979,0.97980
09/05/2016 16:03:00,0.97993,0.97994,0.97993,0.97993,0.97982,0.97982,0.97982,0.97982
09/05/2016 16:02:00,0.97994,0.97994,0.97993,0.97993,0.97983,0.97983,0.97982,0.97982
09/05/2016 16:01:00,0.97994,0.97995,0.97994,0.97994,0.97983,0.97984,0.97982,0.97983
09/05/2016 16:00:00,0.97996,0.97996,0.97994,0.97994,0.97985,0.97985,0.97982,0.97983
09/05/2016 15:59:00,0.97990,0.97997,0.97990,0.97996,0.97979,0.97986,0.97979,0.97985
09/05/2016 15:58:00,0.97990,0.97992,0.97990,0.97990,0.97979,0.97980,0.97979,0.97979
09/05/2016 15:57:00,0.97993,0.97994,0.97990,0.97990,0.97982,0.97982,0.97977,0.97979
09/05/2016 15:56:00,0.97992,0.97994,0.97992,0.97993,0.97981,0.97982,0.97980,0.97982
09/05/2016 15:55:00,0.97991,0.97993,0.97991,0.97992,0.97980,0.97981,0.97979,0.97981
09/05/2016 15:54:00,0.97987,0.97992,0.97986,0.97991,0.97977,0.97980,0.97977,0.97980
09/05/2016 15:53:00,0.97989,0.97991,0.97985,0.97987,0.97979,0.97979,0.97977,0.97977
09/05/2016 15:52:00,0.97989,0.97991,0.97988,0.97989,0.97979,0.97979,0.97979,0.97979
09/05/2016 15:51:00,0.97988,0.97990,0.97988,0.97989,0.97979,0.97979,0.97979,0.97979
09/05/2016 15:50:00,0.97990,0.97991,0.97988,0.97988,0.97980,0.97980,0.97979,0.97979
09/05/2016 15:48:00,0.97989,0.97990,0.97989,0.97990,0.97981,0.97981,0.97980,0.97980
09/05/2016 15:47:00,0.97989,0.97990,0.97987,0.97989,0.97980,0.97982,0.97978,0.97981
09/05/2016 15:46:00,0.97988,0.97993,0.97988,0.97989,0.97978,0.97980,0.97978,0.97980
09/05/2016 15:43:00,0.97989,0.97989,0.97987,0.97988,0.97980,0.97980,0.97978,0.97978
09/05/2016 15:42:00,0.97989,0.97990,0.97989,0.97989,0.97980,0.97980,0.97980,0.97980
09/05/2016 15:41:00,0.97989,0.97990,0.97989,0.97989,0.97980,0.97980,0.97980,0.97980
09/05/2016 15:40:00,0.97986,0.97990,0.97986,0.97989,0.97977,0.97980,0.97977,0.97980
09/05/2016 15:39:00,0.97988,0.97989,0.97986,0.97986,0.97978,0.97978,0.97977,0.97977
09/05/2016 15:38:00,0.97988,0.97989,0.97987,0.97988,0.97977,0.97978,0.97977,0.97978
09/05/2016 15:37:00,0.97988,0.97989,0.97987,0.97988,0.97978,0.97978,0.97977,0.97977
09/05/2016 15:36:00,0.97988,0.97989,0.97987,0.97988,0.97977,0.97978,0.97977,0.97978
09/05/2016 15:35:00,0.97986,0.97988,0.97986,0.97988,0.97977,0.97977,0.97977,0.97977
09/05/2016 15:34:00,0.97987,0.97989,0.97986,0.97986,0.97978,0.97978,0.97977,0.97977
09/05/2016 15:33:00,0.97987,0.97989,0.97987,0.97987,0.97977,0.97978,0.97977,0.97978
09/05/2016 15:32:00,0.97986,0.97988,0.97985,0.97987,0.97976,0.97977,0.97976,0.97977
09/05/2016 15:31:00,0.97987,0.97989,0.97985,0.97986,0.97977,0.97977,0.97976,0.97976
09/05/2016 15:30:00,0.97987,0.97991,0.97986,0.97987,0.97977,0.97978,0.97976,0.97977
09/05/2016 15:29:00,0.97993,0.97993,0.97987,0.97987,0.97979,0.97981,0.97977,0.97977
09/05/2016 15:28:00,0.97993,0.97993,0.97992,0.97993,0.97979,0.97979,0.97978,0.97979
09/05/2016 15:27:00,0.97991,0.97993,0.97990,0.97993,0.97980,0.97980,0.97978,0.97979
09/05/2016 15:26:00,0.97991,0.97992,0.97991,0.97991,0.97980,0.97980,0.97978,0.97980
09/05/2016 15:25:00,0.97991,0.97992,0.97991,0.97991,0.97980,0.97980,0.97978,0.97980
09/05/2016 15:24:00,0.97991,0.97993,0.97991,0.97991,0.97980,0.97981,0.97978,0.97980
09/05/2016 15:23:00,0.97989,0.97992,0.97989,0.97991,0.97978,0.97980,0.97977,0.97980
09/05/2016 15:22:00,0.97989,0.97991,0.97989,0.97989,0.97978,0.97978,0.97977,0.97978
09/05/2016 15:21:00,0.97989,0.97991,0.97989,0.97989,0.97978,0.97978,0.97977,0.97978
09/05/2016 15:20:00,0.97989,0.97991,0.97989,0.97989,0.97978,0.97978,0.97977,0.97978
09/05/2016 15:19:00,0.97989,0.97991,0.97989,0.97989,0.97978,0.97978,0.97977,0.97978
09/05/2016 15:18:00,0.97989,0.97991,0.97989,0.97989,0.97978,0.97978,0.97978,0.97978
09/05/2016 15:17:00,0.97990,0.97991,0.97989,0.97989,0.97979,0.97979,0.97978,0.97978
09/05/2016 15:16:00,0.97989,0.97991,0.97989,0.97990,0.97978,0.97979,0.97977,0.97979
09/05/2016 15:15:00,0.97989,0.97991,0.97989,0.97989,0.97978,0.97979,0.97977,0.97978
09/05/2016 15:14:00,0.97989,0.97991,0.97989,0.97989,0.97978,0.97979,0.97978,0.97978
09/05/2016 15:13:00,0.97989,0.97991,0.97989,0.97989,0.97978,0.97979,0.97978,0.97978
09/05/2016 15:12:00,0.97990,0.97991,0.97989,0.97989,0.97979,0.97979,0.97978,0.97978
09/05/2016 15:11:00,0.97991,0.97992,0.97989,0.97990,0.97980,0.97980,0.97978,0.97979
09/05/2016 15:10:00,0.97990,0.97992,0.97989,0.97991,0.97979,0.97980,0.97978,0.97980
09/05/2016 15:09:00,0.97990,0.97992,0.97990,0.97990,0.97979,0.97979,0.97978,0.97979
09/05/2016 15:08:00,0.97991,0.97992,0.97990,0.97990,0.97980,0.97980,0.97978,0.97979
09/05/2016 15:07:00,0.97991,0.97991,0.97991,0.97991,0.97980,0.97980,0.97978,0.97980
09/05/2016 15:06:00,0.97991,0.97991,0.97989,0.97991,0.97980,0.97980,0.97978,0.97980
09/05/2016 15:05:00,0.97990,0.97991,0.97990,0.97991,0.97979,0.97980,0.97978,0.97980
09/05/2016 15:04:00,0.97990,0.97991,0.97990,0.97990,0.97979,0.97979,0.97978,0.97979
09/05/2016 15:03:00,0.97991,0.97991,0.97990,0.97990,0.97980,0.97980,0.97978,0.97979
09/05/2016 15:02:00,0.97994,0.97994,0.97990,0.97991,0.97983,0.97983,0.97979,0.97980
09/05/2016 15:01:00,0.97991,0.97994,0.97990,0.97994,0.97982,0.97983,0.97981,0.97983
09/05/2016 15:00:00,0.97993,0.97994,0.97991,0.97991,0.97984,0.97984,0.97982,0.97982
09/05/2016 14:59:00,0.97996,0.97996,0.97992,0.97993,0.97987,0.97987,0.97984,0.97984
09/05/2016 14:58:00,0.97998,0.97998,0.97995,0.97996,0.97990,0.97990,0.97987,0.97987
09/05/2016 14:57:00,0.97998,0.98002,0.97997,0.97998,0.97987,0.97994,0.97987,0.97990
09/05/2016 14:56:00,0.97998,0.97998,0.97998,0.97998,0.97988,0.97988,0.97987,0.97987
09/05/2016 14:55:00,0.97994,0.97998,0.97994,0.97998,0.97984,0.97988,0.97984,0.97988
09/05/2016 14:54:00,0.97994,0.97995,0.97993,0.97994,0.97981,0.97984,0.97981,0.97984
09/05/2016 14:50:00,0.97993,0.97994,0.97993,0.97994,0.97982,0.97982,0.97981,0.97981
09/05/2016 14:47:00,0.97992,0.97993,0.97992,0.97993,0.97981,0.97982,0.97981,0.97982
09/05/2016 14:46:00,0.97994,0.97994,0.97990,0.97992,0.97984,0.97984,0.97981,0.97981
09/05/2016 14:44:00,0.97997,0.97997,0.97994,0.97994,0.97986,0.97986,0.97984,0.97984
09/05/2016 14:43:00,0.97997,0.97997,0.97997,0.97997,0.97986,0.97987,0.97985,0.97986
09/05/2016 14:40:00,0.97997,0.97997,0.97997,0.97997,0.97984,0.97986,0.97984,0.97986
09/05/2016 14:39:00,0.97997,0.97997,0.97997,0.97997,0.97985,0.97985,0.97984,0.97984
09/05/2016 14:38:00,0.97997,0.97997,0.97997,0.97997,0.97986,0.97986,0.97985,0.97985
09/05/2016 14:37:00,0.97997,0.97997,0.97997,0.97997,0.97986,0.97986,0.97985,0.97986
09/05/2016 14:36:00,0.97997,0.97997,0.97997,0.97997,0.97986,0.97986,0.97985,0.97986
09/05/2016 14:35:00,0.97997,0.97997,0.97997,0.97997,0.97986,0.97986,0.97985,0.97986
09/05/2016 14:34:00,0.97997,0.97997,0.97997,0.97997,0.97986,0.97986,0.97985,0.97986
09/05/2016 14:33:00,0.97996,0.97997,0.97996,0.97997,0.97986,0.97986,0.97985,0.97986
09/05/2016 14:32:00,0.97995,0.97997,0.97995,0.97996,0.97984,0.97986,0.97984,0.97986
09/05/2016 14:31:00,0.97995,0.97996,0.97995,0.97995,0.97984,0.97985,0.97984,0.97984
09/05/2016 14:30:00,0.97995,0.97996,0.97995,0.97995,0.97985,0.97985,0.97984,0.97984
09/05/2016 14:29:00,0.97995,0.97996,0.97995,0.97995,0.97984,0.97985,0.97984,0.97985
09/05/2016 14:28:00,0.97995,0.97996,0.97995,0.97995,0.97984,0.97984,0.97984,0.97984
09/05/2016 14:27:00,0.97995,0.97996,0.97995,0.97995,0.97984,0.97984,0.97984,0.97984
09/05/2016 14:26:00,0.97997,0.97998,0.97995,0.97995,0.97986,0.97986,0.97984,0.97984
09/05/2016 14:25:00,0.97997,0.97998,0.97997,0.97997,0.97986,0.97986,0.97986,0.97986
09/05/2016 14:24:00,0.97998,0.97998,0.97997,0.97997,0.97987,0.97987,0.97986,0.97986
09/05/2016 14:23:00,0.97997,0.97998,0.97997,0.97998,0.97986,0.97987,0.97986,0.97987
09/05/2016 14:22:00,0.97998,0.97998,0.97997,0.97997,0.97987,0.97987,0.97986,0.97986
09/05/2016 14:21:00,0.97998,0.97998,0.97998,0.97998,0.97988,0.97988,0.97987,0.97987
09/05/2016 14:20:00,0.97998,0.97998,0.97998,0.97998,0.97987,0.97988,0.97987,0.97988
09/05/2016 14:19:00,0.97998,0.97998,0.97998,0.97998,0.97988,0.97988,0.97987,0.97987
09/05/2016 14:18:00,0.97998,0.97998,0.97998,0.97998,0.97987,0.97988,0.97987,0.97988
09/05/2016 14:17:00,0.97998,0.97998,0.97998,0.97998,0.97987,0.97988,0.97987,0.97987
09/05/2016 14:16:00,0.97998,0.97998,0.97998,0.97998,0.97988,0.97988,0.97987,0.97987
09/05/2016 14:14:00,0.97998,0.97998,0.97998,0.97998,0.97988,0.97989,0.97987,0.97988
09/05/2016 14:13:00,0.97998,0.97998,0.97998,0.97998,0.97989,0.97989,0.97988,0.97988
09/05/2016 14:12:00,0.97997,0.97998,0.97997,0.97998,0.97988,0.97990,0.97988,0.97989
09/05/2016 14:11:00,0.97997,0.97998,0.97997,0.97997,0.97989,0.97989,0.97988,0.97988
09/05/2016 14:10:00,0.97996,0.97998,0.97996,0.97997,0.97987,0.97989,0.97987,0.97989
09/05/2016 14:09:00,0.97995,0.97997,0.97995,0.97996,0.97987,0.97987,0.97986,0.97987
09/05/2016 14:08:00,0.97996,0.97996,0.97995,0.97995,0.97987,0.97987,0.97984,0.97987
09/05/2016 14:06:00,0.97998,0.97998,0.97996,0.97996,0.97987,0.97987,0.97987,0.97987
09/05/2016 14:05:00,0.97998,0.97998,0.97998,0.97998,0.97988,0.97988,0.97987,0.97987
09/05/2016 14:04:00,0.97998,0.97998,0.97997,0.97998,0.97988,0.97988,0.97988,0.97988
09/05/2016 14:03:00,0.97998,0.97998,0.97997,0.97998,0.97988,0.97988,0.97988,0.97988
09/05/2016 14:02:00,0.97996,0.97998,0.97996,0.97998,0.97988,0.97989,0.97987,0.97988
09/05/2016 14:01:00,0.97992,0.97996,0.97992,0.97996,0.97986,0.97988,0.97984,0.97988
09/05/2016 14:00:00,0.97991,0.97993,0.97991,0.97992,0.97983,0.97986,0.97983,0.97986
09/05/2016 13:59:00,0.97990,0.97993,0.97990,0.97991,0.97982,0.97984,0.97982,0.97983
09/05/2016 13:58:00,0.97991,0.97992,0.97988,0.97990,0.97982,0.97982,0.97980,0.97982
09/05/2016 13:56:00,0.97991,0.97994,0.97991,0.97991,0.97982,0.97985,0.97980,0.97982
09/05/2016 13:53:00,0.97990,0.97991,0.97990,0.97991,0.97981,0.97982,0.97981,0.97982
09/05/2016 13:51:00,0.97989,0.97990,0.97989,0.97990,0.97981,0.97982,0.97981,0.97981
09/05/2016 13:50:00,0.97990,0.97991,0.97989,0.97989,0.97981,0.97982,0.97981,0.97981
09/05/2016 13:49:00,0.97990,0.97991,0.97989,0.97990,0.97982,0.97982,0.97981,0.97981
