Date,"EUR/USD(Open, Ask)","EUR/USD(High, Ask)","EUR/USD(Low, Ask)","EUR/USD(Close, Ask)","EUR/USD(Open, Bid)*","EUR/USD(High, Bid)*","EUR/USD(Low, Bid)*","EUR/USD(Close, Bid)*"
09/02/2016 04:19:00,1.11875,1.11886,1.11875,1.11884,1.11872,1.11883,1.11872,1.11882
09/02/2016 04:18:00,1.11881,1.11886,1.11870,1.11875,1.11878,1.11883,1.11868,1.11872
09/02/2016 04:17:00,1.11875,1.11885,1.11875,1.11881,1.11873,1.11882,1.11873,1.11878
09/02/2016 04:16:00,1.11880,1.11880,1.11866,1.11875,1.11877,1.11877,1.11863,1.11873
09/02/2016 04:15:00,1.11857,1.11880,1.11856,1.11880,1.11854,1.11878,1.11854,1.11877
09/02/2016 04:14:00,1.11872,1.11872,1.11853,1.11857,1.11870,1.11870,1.11849,1.11854
09/02/2016 04:13:00,1.11871,1.11877,1.11868,1.11872,1.11868,1.11875,1.11866,1.11870
09/02/2016 04:12:00,1.11881,1.11881,1.11861,1.11871,1.11879,1.11879,1.11859,1.11868
09/02/2016 04:11:00,1.11890,1.11894,1.11878,1.11881,1.11887,1.11891,1.11874,1.11879
09/02/2016 04:10:00,1.11895,1.11901,1.11880,1.11890,1.11892,1.11898,1.11877,1.11887
09/02/2016 04:09:00,1.11899,1.11902,1.11889,1.11895,1.11897,1.11900,1.11887,1.11892
09/02/2016 04:08:00,1.11916,1.11921,1.11890,1.11899,1.11914,1.11920,1.11888,1.11897
09/02/2016 04:07:00,1.11931,1.11932,1.11916,1.11916,1.11928,1.11929,1.11913,1.11914
09/02/2016 04:06:00,1.11932,1.11932,1.11922,1.11931,1.11929,1.11930,1.11922,1.11928
09/02/2016 04:05:00,1.11925,1.11932,1.11920,1.11932,1.11922,1.11929,1.11918,1.11929
09/02/2016 04:04:00,1.11926,1.11928,1.11919,1.11925,1.11923,1.11926,1.11916,1.11922
09/02/2016 04:03:00,1.11920,1.11926,1.11912,1.11926,1.11917,1.11924,1.11908,1.11923
09/02/2016 04:02:00,1.11925,1.11932,1.11915,1.11920,1.11922,1.11928,1.11912,1.11917
09/02/2016 04:01:00,1.11924,1.11926,1.11917,1.11925,1.11922,1.11924,1.11913,1.11922
09/02/2016 04:00:00,1.11931,1.11932,1.11922,1.11924,1.11927,1.11929,1.11919,1.11922
09/02/2016 03:59:00,1.11921,1.11932,1.11915,1.11931,1.11918,1.11930,1.11911,1.11927
09/02/2016 03:58:00,1.11914,1.11926,1.11914,1.11921,1.11912,1.11923,1.11912,1.11918
09/02/2016 03:57:00,1.11922,1.11922,1.11905,1.11914,1.11919,1.11920,1.11902,1.11912
09/02/2016 03:56:00,1.11908,1.11925,1.11904,1.11922,1.11906,1.11922,1.11903,1.11919
09/02/2016 03:55:00,1.11908,1.11915,1.11906,1.11908,1.11907,1.11912,1.11903,1.11906
09/02/2016 03:54:00,1.11899,1.11909,1.11898,1.11908,1.11898,1.11907,1.11896,1.11907
09/02/2016 03:53:00,1.11925,1.11925,1.11899,1.11899,1.11923,1.11924,1.11898,1.11898
09/02/2016 03:52:00,1.11935,1.11937,1.11925,1.11925,1.11932,1.11934,1.11923,1.11923
09/02/2016 03:51:00,1.11942,1.11949,1.11932,1.11935,1.11938,1.11947,1.11930,1.11932
09/02/2016 03:50:00,1.11940,1.11947,1.11940,1.11942,1.11938,1.11944,1.11937,1.11938
09/02/2016 03:49:00,1.11943,1.11950,1.11939,1.11940,1.11941,1.11947,1.11937,1.11938
09/02/2016 03:48:00,1.11950,1.11951,1.11940,1.11943,1.11947,1.11948,1.11937,1.11941
09/02/2016 03:47:00,1.11959,1.11964,1.11950,1.11950,1.11956,1.11960,1.11947,1.11947
09/02/2016 03:46:00,1.11945,1.11960,1.11943,1.11959,1.11942,1.11957,1.11940,1.11956
09/02/2016 03:45:00,1.11948,1.11950,1.11940,1.11945,1.11946,1.11948,1.11937,1.11942
09/02/2016 03:44:00,1.11940,1.11949,1.11940,1.11948,1.11937,1.11948,1.11937,1.11946
09/02/2016 03:43:00,1.11938,1.11945,1.11934,1.11940,1.11936,1.11942,1.11932,1.11937
09/02/2016 03:42:00,1.11949,1.11954,1.11936,1.11938,1.11946,1.11952,1.11933,1.11936
09/02/2016 03:41:00,1.11945,1.11954,1.11944,1.11949,1.11942,1.11951,1.11942,1.11946
09/02/2016 03:40:00,1.11961,1.11961,1.11944,1.11945,1.11958,1.11958,1.11942,1.11942
09/02/2016 03:39:00,1.11975,1.11975,1.11960,1.11961,1.11972,1.11973,1.11957,1.11958
09/02/2016 03:38:00,1.11985,1.11985,1.11974,1.11975,1.11982,1.11983,1.11971,1.11972
09/02/2016 03:37:00,1.11980,1.11986,1.11974,1.11985,1.11977,1.11984,1.11971,1.11982
09/02/2016 03:36:00,1.11961,1.11985,1.11960,1.11980,1.11958,1.11983,1.11958,1.11977
09/02/2016 03:35:00,1.11968,1.11974,1.11961,1.11961,1.11967,1.11973,1.11958,1.11958
09/02/2016 03:34:00,1.11978,1.11989,1.11968,1.11968,1.11975,1.11988,1.11967,1.11967
09/02/2016 03:33:00,1.11989,1.11990,1.11973,1.11978,1.11985,1.11987,1.11969,1.11975
09/02/2016 03:32:00,1.12000,1.12012,1.11989,1.11989,1.11998,1.12009,1.11985,1.11985
09/02/2016 03:31:00,1.11996,1.12025,1.11984,1.12000,1.11992,1.12023,1.11983,1.11998
09/02/2016 03:30:00,1.11972,1.11996,1.11971,1.11996,1.11970,1.11993,1.11969,1.11992
09/02/2016 03:29:00,1.11975,1.11978,1.11967,1.11972,1.11972,1.11975,1.11965,1.11970
09/02/2016 03:28:00,1.11976,1.11979,1.11966,1.11975,1.11973,1.11976,1.11962,1.11972
09/02/2016 03:27:00,1.11968,1.11985,1.11961,1.11976,1.11965,1.11981,1.11958,1.11973
09/02/2016 03:26:00,1.11980,1.11988,1.11960,1.11968,1.11977,1.11986,1.11956,1.11965
09/02/2016 03:25:00,1.11955,1.11986,1.11954,1.11980,1.11953,1.11982,1.11950,1.11977
09/02/2016 03:24:00,1.11973,1.11979,1.11954,1.11955,1.11970,1.11975,1.11950,1.11953
09/02/2016 03:23:00,1.11979,1.11979,1.11967,1.11973,1.11975,1.11979,1.11965,1.11970
09/02/2016 03:22:00,1.11970,1.11979,1.11964,1.11979,1.11967,1.11976,1.11961,1.11975
09/02/2016 03:21:00,1.11969,1.11975,1.11955,1.11970,1.11966,1.11971,1.11951,1.11967
09/02/2016 03:20:00,1.11933,1.11974,1.11933,1.11969,1.11930,1.11971,1.11930,1.11966
09/02/2016 03:19:00,1.11926,1.11937,1.11917,1.11933,1.11924,1.11933,1.11915,1.11930
09/02/2016 03:18:00,1.11940,1.11956,1.11919,1.11926,1.11936,1.11952,1.11915,1.11924
09/02/2016 03:17:00,1.11948,1.11960,1.11932,1.11940,1.11944,1.11956,1.11929,1.11936
09/02/2016 03:16:00,1.11938,1.11950,1.11930,1.11948,1.11935,1.11948,1.11928,1.11944
09/02/2016 03:15:00,1.11911,1.11939,1.11911,1.11938,1.11908,1.11936,1.11908,1.11935
09/02/2016 03:14:00,1.11933,1.11938,1.11910,1.11911,1.11930,1.11934,1.11905,1.11908
09/02/2016 03:13:00,1.11935,1.11939,1.11925,1.11933,1.11931,1.11937,1.11921,1.11930
09/02/2016 03:12:00,1.11943,1.11944,1.11924,1.11935,1.11939,1.11941,1.11920,1.11931
09/02/2016 03:11:00,1.11955,1.11966,1.11939,1.11943,1.11951,1.11964,1.11936,1.11939
09/02/2016 03:10:00,1.11944,1.11956,1.11940,1.11955,1.11943,1.11952,1.11938,1.11951
09/02/2016 03:09:00,1.11919,1.11945,1.11919,1.11944,1.11916,1.11943,1.11916,1.11943
09/02/2016 03:08:00,1.11905,1.11920,1.11905,1.11919,1.11903,1.11917,1.11901,1.11916
09/02/2016 03:07:00,1.11894,1.11906,1.11894,1.11905,1.11890,1.11903,1.11890,1.11903
09/02/2016 03:06:00,1.11905,1.11906,1.11882,1.11894,1.11902,1.11904,1.11879,1.11890
09/02/2016 03:05:00,1.11908,1.11911,1.11900,1.11905,1.11906,1.11907,1.11898,1.11902
09/02/2016 03:04:00,1.11901,1.11909,1.11890,1.11908,1.11899,1.11907,1.11889,1.11906
09/02/2016 03:03:00,1.11915,1.11920,1.11900,1.11901,1.11911,1.11917,1.11897,1.11899
09/02/2016 03:02:00,1.11891,1.11918,1.11885,1.11915,1.11888,1.11916,1.11883,1.11911
09/02/2016 03:01:00,1.11874,1.11891,1.11863,1.11891,1.11873,1.11888,1.11861,1.11888
09/02/2016 03:00:00,1.11885,1.11897,1.11866,1.11874,1.11881,1.11895,1.11865,1.11873
09/02/2016 02:59:00,1.11907,1.11914,1.11880,1.11885,1.11906,1.11913,1.11876,1.11881
09/02/2016 02:58:00,1.11910,1.11916,1.11907,1.11907,1.11907,1.11914,1.11905,1.11906
09/02/2016 02:57:00,1.11907,1.11910,1.11904,1.11910,1.11906,1.11908,1.11901,1.11907
09/02/2016 02:56:00,1.11922,1.11928,1.11907,1.11907,1.11920,1.11925,1.11905,1.11906
09/02/2016 02:55:00,1.11934,1.11938,1.11921,1.11922,1.11930,1.11936,1.11919,1.11920
09/02/2016 02:54:00,1.11925,1.11934,1.11923,1.11934,1.11926,1.11931,1.11920,1.11930
09/02/2016 02:53:00,1.11924,1.11926,1.11923,1.11925,1.11921,1.11926,1.11921,1.11926
09/02/2016 02:52:00,1.11930,1.11934,1.11919,1.11924,1.11927,1.11932,1.11916,1.11921
09/02/2016 02:51:00,1.11897,1.11930,1.11897,1.11930,1.11896,1.11927,1.11896,1.11927
09/02/2016 02:50:00,1.11898,1.11909,1.11897,1.11897,1.11894,1.11906,1.11894,1.11896
09/02/2016 02:49:00,1.11888,1.11898,1.11875,1.11898,1.11884,1.11895,1.11873,1.11894
09/02/2016 02:48:00,1.11899,1.11899,1.11887,1.11888,1.11896,1.11898,1.11884,1.11884
09/02/2016 02:47:00,1.11873,1.11902,1.11869,1.11899,1.11871,1.11901,1.11867,1.11896
09/02/2016 02:46:00,1.11888,1.11888,1.11870,1.11873,1.11884,1.11884,1.11870,1.11871
09/02/2016 02:45:00,1.11888,1.11892,1.11887,1.11888,1.11886,1.11891,1.11884,1.11884
09/02/2016 02:44:00,1.11890,1.11892,1.11873,1.11888,1.11888,1.11890,1.11870,1.11886
09/02/2016 02:43:00,1.11894,1.11898,1.11890,1.11890,1.11892,1.11896,1.11888,1.11888
09/02/2016 02:42:00,1.11875,1.11900,1.11875,1.11894,1.11874,1.11896,1.11873,1.11892
09/02/2016 02:41:00,1.11891,1.11893,1.11875,1.11875,1.11887,1.11890,1.11874,1.11874
09/02/2016 02:40:00,1.11902,1.11903,1.11887,1.11891,1.11900,1.11901,1.11885,1.11887
09/02/2016 02:39:00,1.11900,1.11905,1.11892,1.11902,1.11898,1.11902,1.11890,1.11900
09/02/2016 02:38:00,1.11915,1.11920,1.11898,1.11900,1.11911,1.11916,1.11897,1.11898
09/02/2016 02:37:00,1.11909,1.11915,1.11902,1.11915,1.11906,1.11912,1.11899,1.11911
09/02/2016 02:36:00,1.11910,1.11914,1.11904,1.11909,1.11906,1.11911,1.11901,1.11906
09/02/2016 02:35:00,1.11905,1.11915,1.11905,1.11910,1.11906,1.11912,1.11906,1.11906
09/02/2016 02:34:00,1.11923,1.11923,1.11904,1.11905,1.11921,1.11921,1.11901,1.11906
09/02/2016 02:33:00,1.11933,1.11937,1.11916,1.11923,1.11929,1.11934,1.11913,1.11921
09/02/2016 02:32:00,1.11930,1.11937,1.11922,1.11933,1.11928,1.11935,1.11921,1.11929
09/02/2016 02:31:00,1.11933,1.11940,1.11930,1.11930,1.11930,1.11937,1.11928,1.11928
09/02/2016 02:30:00,1.11925,1.11935,1.11921,1.11933,1.11921,1.11931,1.11918,1.11930
09/02/2016 02:29:00,1.11929,1.11929,1.11917,1.11925,1.11926,1.11926,1.11915,1.11921
09/02/2016 02:28:00,1.11930,1.11943,1.11927,1.11929,1.11927,1.11939,1.11925,1.11926
09/02/2016 02:27:00,1.11930,1.11933,1.11920,1.11930,1.11929,1.11930,1.11916,1.11927
09/02/2016 02:26:00,1.11944,1.11944,1.11927,1.11930,1.11941,1.11941,1.11926,1.11929
09/02/2016 02:25:00,1.11937,1.11948,1.11928,1.11944,1.11934,1.11944,1.11925,1.11941
09/02/2016 02:24:00,1.11947,1.11949,1.11935,1.11937,1.11943,1.11946,1.11934,1.11934
09/02/2016 02:23:00,1.11952,1.11958,1.11946,1.11947,1.11951,1.11955,1.11942,1.11943
09/02/2016 02:22:00,1.11960,1.11964,1.11950,1.11952,1.11957,1.11961,1.11948,1.11951
09/02/2016 02:21:00,1.11968,1.11968,1.11955,1.11960,1.11966,1.11966,1.11951,1.11957
09/02/2016 02:20:00,1.11965,1.11971,1.11956,1.11968,1.11964,1.11967,1.11956,1.11966
09/02/2016 02:19:00,1.11967,1.11973,1.11963,1.11965,1.11965,1.11970,1.11960,1.11964
09/02/2016 02:18:00,1.11945,1.11969,1.11940,1.11967,1.11944,1.11966,1.11936,1.11965
09/02/2016 02:17:00,1.11959,1.11963,1.11944,1.11945,1.11956,1.11958,1.11940,1.11944
09/02/2016 02:16:00,1.11953,1.11965,1.11953,1.11959,1.11950,1.11962,1.11949,1.11956
09/02/2016 02:15:00,1.11947,1.11955,1.11941,1.11953,1.11945,1.11951,1.11939,1.11950
09/02/2016 02:14:00,1.11972,1.11973,1.11943,1.11947,1.11968,1.11970,1.11940,1.11945
09/02/2016 02:13:00,1.11977,1.11980,1.11965,1.11972,1.11976,1.11976,1.11962,1.11968
09/02/2016 02:12:00,1.11985,1.11988,1.11977,1.11977,1.11981,1.11985,1.11975,1.11976
09/02/2016 02:11:00,1.11979,1.11985,1.11972,1.11985,1.11976,1.11982,1.11968,1.11981
09/02/2016 02:10:00,1.11967,1.11980,1.11957,1.11979,1.11964,1.11977,1.11956,1.11976
09/02/2016 02:09:00,1.11969,1.11971,1.11964,1.11967,1.11965,1.11967,1.11960,1.11964
09/02/2016 02:08:00,1.11974,1.11989,1.11968,1.11969,1.11971,1.11985,1.11964,1.11965
09/02/2016 02:07:00,1.11984,1.11984,1.11959,1.11974,1.11981,1.11981,1.11955,1.11971
09/02/2016 02:06:00,1.11987,1.11988,1.11969,1.11984,1.11984,1.11985,1.11968,1.11981
09/02/2016 02:05:00,1.11993,1.11999,1.11980,1.11987,1.11990,1.11996,1.11978,1.11984
09/02/2016 02:04:00,1.11996,1.12001,1.11982,1.11993,1.11994,1.11996,1.11979,1.11990
09/02/2016 02:03:00,1.11994,1.12003,1.11991,1.11996,1.11990,1.11999,1.11988,1.11994
09/02/2016 02:02:00,1.11998,1.11999,1.11990,1.11994,1.11995,1.11996,1.11988,1.11990
09/02/2016 02:01:00,1.11988,1.12000,1.11975,1.11998,1.11985,1.11996,1.11972,1.11995
09/02/2016 02:00:00,1.11979,1.11990,1.11976,1.11988,1.11977,1.11985,1.11975,1.11985
09/02/2016 01:59:00,1.11964,1.11980,1.11964,1.11979,1.11961,1.11977,1.11961,1.11977
09/02/2016 01:58:00,1.11967,1.11971,1.11962,1.11964,1.11964,1.11968,1.11958,1.11961
09/02/2016 01:57:00,1.11976,1.11978,1.11965,1.11967,1.11973,1.11975,1.11961,1.11964
09/02/2016 01:56:00,1.11968,1.11983,1.11967,1.11976,1.11964,1.11980,1.11963,1.11973
09/02/2016 01:55:00,1.11977,1.11977,1.11965,1.11968,1.11974,1.11974,1.11962,1.11964
09/02/2016 01:54:00,1.11984,1.11984,1.11977,1.11977,1.11980,1.11980,1.11974,1.11974
09/02/2016 01:53:00,1.11984,1.11989,1.11981,1.11984,1.11979,1.11985,1.11978,1.11980
09/02/2016 01:52:00,1.11985,1.11988,1.11982,1.11984,1.11981,1.11984,1.11979,1.11979
09/02/2016 01:51:00,1.11988,1.11994,1.11984,1.11985,1.11985,1.11991,1.11981,1.11981
09/02/2016 01:50:00,1.11989,1.11999,1.11987,1.11988,1.11985,1.11997,1.11984,1.11985
09/02/2016 01:49:00,1.11993,1.11994,1.11986,1.11989,1.11989,1.11991,1.11983,1.11985
09/02/2016 01:48:00,1.11992,1.11995,1.11982,1.11993,1.11989,1.11991,1.11980,1.11989
09/02/2016 01:47:00,1.11986,1.11994,1.11983,1.11992,1.11983,1.11990,1.11981,1.11989
09/02/2016 01:46:00,1.11989,1.11990,1.11986,1.11986,1.11986,1.11987,1.11983,1.11983
09/02/2016 01:45:00,1.11993,1.11994,1.11988,1.11989,1.11989,1.11990,1.11985,1.11986
09/02/2016 01:44:00,1.11998,1.11999,1.11990,1.11993,1.11994,1.11996,1.11986,1.11989
09/02/2016 01:43:00,1.11998,1.12002,1.11997,1.11998,1.11994,1.11998,1.11993,1.11994
09/02/2016 01:42:00,1.12003,1.12003,1.11997,1.11998,1.11999,1.12000,1.11993,1.11994
09/02/2016 01:41:00,1.12003,1.12003,1.11997,1.12003,1.11999,1.12000,1.11992,1.11999
09/02/2016 01:40:00,1.11994,1.12004,1.11993,1.12003,1.11991,1.12000,1.11989,1.11999
09/02/2016 01:39:00,1.11990,1.11994,1.11987,1.11994,1.11986,1.11991,1.11984,1.11991
09/02/2016 01:38:00,1.11981,1.11990,1.11981,1.11990,1.11980,1.11986,1.11980,1.11986
09/02/2016 01:37:00,1.11994,1.11994,1.11981,1.11981,1.11990,1.11990,1.11980,1.11980
09/02/2016 01:36:00,1.11988,1.11994,1.11988,1.11994,1.11985,1.11990,1.11985,1.11990
09/02/2016 01:35:00,1.11998,1.11998,1.11988,1.11988,1.11995,1.11995,1.11985,1.11985
09/02/2016 01:34:00,1.11998,1.12001,1.11998,1.11998,1.11994,1.11998,1.11994,1.11995
09/02/2016 01:33:00,1.12004,1.12004,1.11997,1.11998,1.12001,1.12001,1.11994,1.11994
09/02/2016 01:32:00,1.11989,1.12009,1.11989,1.12004,1.11985,1.12005,1.11985,1.12001
09/02/2016 01:31:00,1.11989,1.11989,1.11989,1.11989,1.11985,1.11986,1.11985,1.11985
09/02/2016 01:30:00,1.11989,1.11993,1.11983,1.11989,1.11985,1.11988,1.11980,1.11985
09/02/2016 01:29:00,1.11988,1.11991,1.11981,1.11989,1.11984,1.11986,1.11983,1.11985
09/02/2016 01:28:00,1.11993,1.11993,1.11988,1.11988,1.11989,1.11989,1.11984,1.11984
09/02/2016 01:27:00,1.11994,1.11994,1.11993,1.11993,1.11990,1.11991,1.11989,1.11989
09/02/2016 01:26:00,1.11998,1.11998,1.11993,1.11994,1.11994,1.11994,1.11989,1.11990
09/02/2016 01:25:00,1.11993,1.11998,1.11991,1.11998,1.11990,1.11994,1.11988,1.11994
09/02/2016 01:24:00,1.11994,1.11994,1.11992,1.11993,1.11990,1.11991,1.11989,1.11990
09/02/2016 01:23:00,1.11998,1.11998,1.11992,1.11994,1.11994,1.11994,1.11989,1.11990
09/02/2016 01:22:00,1.11998,1.11998,1.11997,1.11998,1.11994,1.11995,1.11993,1.11994
09/02/2016 01:21:00,1.11998,1.11998,1.11998,1.11998,1.11994,1.11995,1.11994,1.11994
09/02/2016 01:20:00,1.12003,1.12003,1.11998,1.11998,1.11999,1.12000,1.11994,1.11994
09/02/2016 01:19:00,1.11998,1.12005,1.11998,1.12003,1.11994,1.12001,1.11994,1.11999
09/02/2016 01:18:00,1.11995,1.12000,1.11994,1.11998,1.11991,1.11996,1.11990,1.11994
09/02/2016 01:17:00,1.11993,1.11995,1.11987,1.11995,1.11990,1.11991,1.11984,1.11991
09/02/2016 01:16:00,1.11977,1.11993,1.11976,1.11993,1.11974,1.11990,1.11974,1.11990
09/02/2016 01:15:00,1.11982,1.11984,1.11977,1.11977,1.11978,1.11981,1.11973,1.11974
09/02/2016 01:14:00,1.11983,1.11983,1.11978,1.11982,1.11979,1.11980,1.11975,1.11978
09/02/2016 01:13:00,1.11983,1.11983,1.11982,1.11983,1.11979,1.11980,1.11979,1.11979
09/02/2016 01:12:00,1.11984,1.11984,1.11983,1.11983,1.11980,1.11980,1.11979,1.11979
09/02/2016 01:11:00,1.11988,1.11988,1.11981,1.11984,1.11985,1.11985,1.11978,1.11980
09/02/2016 01:10:00,1.11987,1.11988,1.11987,1.11988,1.11984,1.11986,1.11984,1.11985
09/02/2016 01:09:00,1.11986,1.11988,1.11986,1.11987,1.11984,1.11985,1.11984,1.11984
09/02/2016 01:08:00,1.11983,1.11987,1.11973,1.11986,1.11980,1.11984,1.11970,1.11984
09/02/2016 01:07:00,1.11987,1.11988,1.11981,1.11983,1.11984,1.11984,1.11977,1.11980
09/02/2016 01:06:00,1.11994,1.11994,1.11987,1.11987,1.11990,1.11990,1.11983,1.11984
09/02/2016 01:05:00,1.12001,1.12001,1.11993,1.11994,1.11999,1.11999,1.11990,1.11990
09/02/2016 01:04:00,1.12004,1.12004,1.12001,1.12001,1.12001,1.12001,1.11998,1.11999
09/02/2016 01:03:00,1.12007,1.12007,1.12001,1.12004,1.12003,1.12004,1.11998,1.12001
09/02/2016 01:02:00,1.12013,1.12014,1.12004,1.12007,1.12010,1.12011,1.12000,1.12003
09/02/2016 01:01:00,1.12011,1.12014,1.12011,1.12013,1.12008,1.12011,1.12008,1.12010
09/02/2016 01:00:00,1.12010,1.12014,1.12008,1.12011,1.12007,1.12011,1.12006,1.12008
09/02/2016 00:59:00,1.12010,1.12016,1.12010,1.12010,1.12007,1.12013,1.12007,1.12007
09/02/2016 00:58:00,1.12000,1.12010,1.12000,1.12010,1.12000,1.12007,1.12000,1.12007
09/02/2016 00:57:00,1.11999,1.12005,1.11994,1.12000,1.11995,1.12001,1.11990,1.12000
09/02/2016 00:56:00,1.11998,1.11999,1.11995,1.11999,1.11995,1.11996,1.11991,1.11995
09/02/2016 00:55:00,1.11997,1.11999,1.11997,1.11998,1.11994,1.11995,1.11994,1.11995
09/02/2016 00:54:00,1.12005,1.12006,1.11997,1.11997,1.12001,1.12003,1.11994,1.11994
09/02/2016 00:53:00,1.12002,1.12008,1.12002,1.12005,1.11999,1.12005,1.11999,1.12001
09/02/2016 00:52:00,1.12008,1.12012,1.12000,1.12002,1.12005,1.12010,1.11999,1.11999
09/02/2016 00:51:00,1.12009,1.12026,1.12004,1.12008,1.12004,1.12022,1.11999,1.12005
09/02/2016 00:50:00,1.12009,1.12009,1.12007,1.12009,1.12006,1.12006,1.12004,1.12004
09/02/2016 00:49:00,1.12008,1.12012,1.12008,1.12009,1.12004,1.12008,1.12004,1.12006
09/02/2016 00:48:00,1.12004,1.12009,1.12002,1.12008,1.12000,1.12004,1.11998,1.12004
09/02/2016 00:47:00,1.12009,1.12009,1.11997,1.12004,1.12005,1.12005,1.11993,1.12000
09/02/2016 00:46:00,1.12013,1.12015,1.12006,1.12009,1.12010,1.12011,1.12002,1.12005
09/02/2016 00:45:00,1.12023,1.12024,1.12012,1.12013,1.12019,1.12020,1.12009,1.12010
09/02/2016 00:44:00,1.12018,1.12024,1.12017,1.12023,1.12015,1.12020,1.12014,1.12019
09/02/2016 00:43:00,1.12029,1.12029,1.12013,1.12018,1.12025,1.12025,1.12009,1.12015
09/02/2016 00:42:00,1.12034,1.12037,1.12024,1.12029,1.12030,1.12034,1.12020,1.12025
09/02/2016 00:41:00,1.12034,1.12035,1.12033,1.12034,1.12029,1.12032,1.12029,1.12030
09/02/2016 00:40:00,1.12030,1.12034,1.12030,1.12034,1.12026,1.12030,1.12026,1.12029
09/02/2016 00:39:00,1.12027,1.12033,1.12024,1.12030,1.12022,1.12029,1.12020,1.12026
09/02/2016 00:38:00,1.12033,1.12043,1.12026,1.12027,1.12029,1.12040,1.12022,1.12022
09/02/2016 00:37:00,1.12048,1.12048,1.12033,1.12033,1.12045,1.12045,1.12029,1.12029
09/02/2016 00:36:00,1.12046,1.12049,1.12044,1.12048,1.12044,1.12047,1.12041,1.12045
09/02/2016 00:35:00,1.12040,1.12049,1.12039,1.12046,1.12035,1.12045,1.12035,1.12044
09/02/2016 00:34:00,1.12040,1.12043,1.12038,1.12040,1.12036,1.12039,1.12033,1.12035
09/02/2016 00:33:00,1.12037,1.12041,1.12036,1.12040,1.12035,1.12039,1.12034,1.12036
09/02/2016 00:32:00,1.12049,1.12049,1.12035,1.12037,1.12045,1.12045,1.12033,1.12035
09/02/2016 00:31:00,1.12043,1.12049,1.12043,1.12049,1.12040,1.12045,1.12040,1.12045
09/02/2016 00:30:00,1.12044,1.12045,1.12039,1.12043,1.12040,1.12041,1.12035,1.12040
09/02/2016 00:29:00,1.12043,1.12049,1.12037,1.12044,1.12040,1.12045,1.12034,1.12040
09/02/2016 00:28:00,1.12043,1.12049,1.12042,1.12043,1.12040,1.12045,1.12039,1.12040
09/02/2016 00:27:00,1.12029,1.12044,1.12029,1.12043,1.12025,1.12040,1.12025,1.12040
09/02/2016 00:26:00,1.12008,1.12030,1.12008,1.12029,1.12004,1.12026,1.12004,1.12025
09/02/2016 00:25:00,1.12017,1.12019,1.12004,1.12008,1.12014,1.12015,1.12000,1.12004
09/02/2016 00:24:00,1.12018,1.12020,1.12015,1.12017,1.12014,1.12016,1.12014,1.12014
09/02/2016 00:23:00,1.12021,1.12023,1.12017,1.12018,1.12020,1.12020,1.12014,1.12014
09/02/2016 00:22:00,1.12023,1.12024,1.12021,1.12021,1.12020,1.12020,1.12018,1.12020
09/02/2016 00:21:00,1.12022,1.12029,1.12022,1.12023,1.12019,1.12026,1.12019,1.12020
09/02/2016 00:20:00,1.12024,1.12024,1.12017,1.12022,1.12020,1.12020,1.12013,1.12019
09/02/2016 00:19:00,1.12034,1.12035,1.12023,1.12024,1.12030,1.12032,1.12019,1.12020
09/02/2016 00:18:00,1.12042,1.12042,1.12032,1.12034,1.12039,1.12039,1.12030,1.12030
09/02/2016 00:17:00,1.12038,1.12045,1.12032,1.12042,1.12034,1.12041,1.12029,1.12039
09/02/2016 00:16:00,1.12048,1.12048,1.12034,1.12038,1.12045,1.12045,1.12030,1.12034
09/02/2016 00:15:00,1.12054,1.12057,1.12043,1.12048,1.12050,1.12052,1.12040,1.12045
09/02/2016 00:14:00,1.12068,1.12071,1.12053,1.12054,1.12064,1.12067,1.12049,1.12050
09/02/2016 00:13:00,1.12069,1.12072,1.12063,1.12068,1.12065,1.12069,1.12059,1.12064
09/02/2016 00:12:00,1.12059,1.12070,1.12058,1.12069,1.12055,1.12065,1.12055,1.12065
09/02/2016 00:11:00,1.12058,1.12064,1.12058,1.12059,1.12054,1.12060,1.12054,1.12055
09/02/2016 00:10:00,1.12052,1.12090,1.12052,1.12058,1.12049,1.12082,1.12048,1.12054
09/02/2016 00:09:00,1.12049,1.12055,1.12049,1.12052,1.12045,1.12052,1.12045,1.12049
09/02/2016 00:08:00,1.12049,1.12051,1.12043,1.12049,1.12045,1.12047,1.12038,1.12045
09/02/2016 00:07:00,1.12045,1.12055,1.12041,1.12049,1.12041,1.12051,1.12038,1.12045
09/02/2016 00:06:00,1.12034,1.12049,1.12033,1.12045,1.12030,1.12044,1.12029,1.12041
09/02/2016 00:05:00,1.12043,1.12048,1.12033,1.12034,1.12038,1.12044,1.12029,1.12030
09/02/2016 00:04:00,1.12029,1.12075,1.12027,1.12043,1.12027,1.12066,1.12027,1.12038
09/02/2016 00:03:00,1.12018,1.12029,1.12018,1.12029,1.12015,1.12027,1.12015,1.12027
09/02/2016 00:02:00,1.12019,1.12019,1.12017,1.12018,1.12015,1.12015,1.12015,1.12015
09/02/2016 00:01:00,1.12018,1.12021,1.12015,1.12019,1.12015,1.12017,1.12013,1.12015
09/02/2016 00:00:00,1.12017,1.12019,1.12016,1.12018,1.12014,1.12017,1.12013,1.12015
09/01/2016 23:59:00,1.12015,1.12019,1.12014,1.12017,1.12012,1.12015,1.12011,1.12014
